,AAPL,MSFT,AMZN,BRK-A,JPM,JNJ,WMT,BAC,PG,XOM
2009-03-03,10.984400749206543,12.29645824432373,61.70000076293945,75000.0,16.2273006439209,34.384517669677734,36.17904281616211,3.264124870300293,33.226139068603516,45.760101318359375
2009-03-04,11.332444190979004,12.482303619384766,64.80999755859375,75025.0,14.906560897827148,35.438289642333984,37.026641845703125,3.219287395477295,33.71066665649414,46.69863510131836
2009-03-05,11.042821884155273,11.824114799499512,64.7699966430664,72400.0,12.821186065673828,34.40618133544922,37.988765716552734,2.8426568508148193,32.34969711303711,44.23855209350586
2009-03-06,10.602801322937012,11.831855773925781,61.689998626708984,73195.0,12.303707122802734,34.62271499633789,37.34734344482422,2.815755605697632,32.57059097290039,45.525482177734375
2009-03-07,10.602801322937012,11.831855773925781,61.689998626708984,73195.0,12.303707122802734,34.62271499633789,37.34734344482422,2.815755605697632,32.57059097290039,45.525482177734375
2009-03-08,10.602801322937012,11.831855773925781,61.689998626708984,73195.0,12.303707122802734,34.62271499633789,37.34734344482422,2.815755605697632,32.57059097290039,45.525482177734375
2009-03-09,10.330583572387695,11.731195449829102,60.4900016784668,73195.0,12.280533790588379,33.633888244628906,36.27830505371094,3.3627655506134033,31.480398178100586,45.9094123840332
2009-03-10,11.01672077178955,12.761062622070312,65.70999908447266,84844.0,15.06103801727295,34.485565185546875,37.16407775878906,4.295372486114502,32.185813903808594,47.914432525634766
2009-03-11,11.520136833190918,13.248892784118652,68.54000091552734,83700.0,15.75615119934082,34.572174072265625,36.444549560546875,4.420915126800537,32.114566802978516,46.76260757446289
2009-03-12,11.976319313049316,13.171460151672363,69.58000183105469,85700.0,17.91876983642578,35.36611557006836,37.581050872802734,5.245913028717041,32.62047576904297,47.743797302246094
2009-03-13,11.924113273620605,12.892698287963867,68.62999725341797,83550.0,18.34356117248535,36.5497932434082,37.773033142089844,5.165208339691162,33.45415115356445,47.77935028076172
2009-03-14,11.924113273620605,12.892698287963867,68.62999725341797,83550.0,18.34356117248535,36.5497932434082,37.773033142089844,5.165208339691162,33.45415115356445,47.77935028076172
2009-03-15,11.924113273620605,12.892698287963867,68.62999725341797,83550.0,18.34356117248535,36.5497932434082,37.773033142089844,5.165208339691162,33.45415115356445,47.77935028076172
2009-03-16,11.860719680786133,12.582965850830078,66.9800033569336,81690.0,17.83380699157715,36.614749908447266,37.47354507446289,5.5418381690979,34.074058532714844,47.61581039428711
2009-03-17,12.387749671936035,13.086283683776855,71.3499984741211,82200.0,19.417142868041992,36.607540130615234,38.39502716064453,5.6225433349609375,34.18807601928711,49.12314224243164
2009-03-18,12.618947982788086,13.132743835449219,71.25,83350.0,20.938703536987305,36.56422805786133,38.73290252685547,6.877975940704346,34.21657180786133,49.18002700805664
2009-03-19,12.631378173828125,13.272122383117676,70.0999984741211,85000.0,19.27039909362793,36.13118362426758,38.35663604736328,6.214391231536865,32.99811935424805,48.582786560058594
2009-03-20,12.627650260925293,13.210174560546875,69.95999908447266,84574.0,17.88014793395996,37.293209075927734,38.080196380615234,5.550806045532227,32.48508834838867,46.99013900756836
2009-03-21,12.627650260925293,13.210174560546875,69.95999908447266,84574.0,17.88014793395996,37.293209075927734,38.080196380615234,5.550806045532227,32.48508834838867,46.99013900756836
2009-03-22,12.627650260925293,13.210174560546875,69.95999908447266,84574.0,17.88014793395996,37.293209075927734,38.080196380615234,5.550806045532227,32.48508834838867,46.99013900756836
2009-03-23,13.382150650024414,14.193586349487305,75.58000183105469,90000.0,22.290328979492188,38.419151306152344,39.53151321411133,6.994551658630371,34.017066955566406,50.1469841003418
2009-03-24,13.23796558380127,13.88385009765625,72.80999755859375,88500.0,20.390323638916016,38.036624908447266,39.22435760498047,6.474445343017578,33.539649963378906,49.32933044433594
2009-03-25,13.236722946166992,13.845132827758789,72.4000015258789,86850.0,22.058622360229492,38.152099609375,39.685096740722656,6.904877662658691,34.245079040527344,49.88391876220703
2009-03-26,13.656853675842285,14.580756187438965,73.69000244140625,91900.0,22.475704193115234,38.18098449707031,40.514427185058594,6.797271728515625,34.743858337402344,50.64468765258789
2009-03-27,13.281468391418457,14.038716316223145,70.5199966430664,89600.0,21.162681579589844,38.13045883178711,40.3685302734375,6.582054615020752,34.608489990234375,49.755943298339844
2009-03-28,13.281468391418457,14.038716316223145,70.5199966430664,89600.0,21.162681579589844,38.13045883178711,40.3685302734375,6.582054615020752,34.608489990234375,49.755943298339844
2009-03-29,13.281468391418457,14.038716316223145,70.5199966430664,89600.0,21.162681579589844,38.13045883178711,40.3685302734375,6.582054615020752,34.608489990234375,49.755943298339844
2009-03-30,12.988123893737793,13.535399436950684,71.44000244140625,85600.0,19.193159103393555,38.26036834716797,39.74654769897461,5.407327175140381,33.689292907714844,48.796085357666016
2009-03-31,13.066431999206543,14.224556922912598,73.44000244140625,86700.0,20.52934455871582,37.96444320678711,40.00761795043945,6.115749359130859,33.55390548706055,48.41924285888672
2009-04-01,13.510181427001953,14.952432632446289,73.5,87600.0,21.734233856201172,38.28201675415039,40.56050109863281,6.322000503540039,34.351959228515625,49.22268295288086
2009-04-02,14.009868621826172,14.936946868896484,76.33999633789062,90010.0,21.78839111328125,38.23149871826172,41.190185546875,6.4923787117004395,35.214149475097656,49.947906494140625
2009-04-03,14.417572021484375,14.518802642822266,78.16999816894531,92490.0,22.654977798461914,37.63965606689453,41.31304931640625,6.815205097198486,35.363773345947266,50.08300018310547
2009-04-04,14.417572021484375,14.518802642822266,78.16999816894531,92490.0,22.654977798461914,37.63965606689453,41.31304931640625,6.815205097198486,35.363773345947266,50.08300018310547
2009-04-05,14.417572021484375,14.518802642822266,78.16999816894531,92490.0,22.654977798461914,37.63965606689453,41.31304931640625,6.815205097198486,35.363773345947266,50.08300018310547
2009-04-06,14.723349571228027,14.526549339294434,77.98999786376953,91400.0,21.8193416595459,37.67573165893555,41.02891540527344,6.707596778869629,35.37804412841797,49.80570602416992
2009-04-07,14.294515609741211,14.526549339294434,75.51000213623047,89000.0,21.084287643432617,37.069461822509766,40.23030471801758,6.599987983703613,34.68686294555664,48.85295867919922
2009-04-08,14.45859146118164,14.859516143798828,76.9800033569336,88960.0,21.22356605529785,37.13440704345703,40.399253845214844,6.330965995788574,34.5372314453125,49.03071212768555
2009-04-09,14.862565040588379,15.23119068145752,79.7699966430664,92400.0,25.33983039855957,37.10554885864258,38.90184783935547,8.56383991241455,35.05026626586914,49.65639114379883
2009-04-10,14.862565040588379,15.23119068145752,79.7699966430664,92400.0,25.33983039855957,37.10554885864258,38.90184783935547,8.56383991241455,35.05026626586914,49.65639114379883
2009-04-11,14.862565040588379,15.23119068145752,79.7699966430664,92400.0,25.33983039855957,37.10554885864258,38.90184783935547,8.56383991241455,35.05026626586914,49.65639114379883
2009-04-12,14.862565040588379,15.23119068145752,79.7699966430664,92400.0,25.33983039855957,37.10554885864258,38.90184783935547,8.56383991241455,35.05026626586914,49.65639114379883
